CHROM,POS,fixed,pcadapt,Allele,Annotation,putative_impact,gene(s),uniprot1_id,uniprot1_gene,uniprot1_protein,uniprot1_url,uniprot2_id,uniprot2_gene,uniprot2_protein,uniprot2_url
Sc0000218,429430,fix_ISRvsGRN;fix_ISRvsRED,out_GRNvISR;out_BLUvRED;out_BLUvGRN;out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.29599,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000218,441386,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.29599-pspe_0.1.m1.29613,NA,NA,NA,NA,Q86VE3,SATL1,Spermidine/spermine N(1)-acetyltransferase-like protein 1 (EC 2.3.1.-),https://www.uniprot.org/uniprot/Q86VE3
Sc0000218,567434,fix_ISRvsRED,out_BLUvRED;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.29599-pspe_0.1.m1.29613,NA,NA,NA,NA,Q86VE3,SATL1,Spermidine/spermine N(1)-acetyltransferase-like protein 1 (EC 2.3.1.-),https://www.uniprot.org/uniprot/Q86VE3
Sc0000218,591236,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.29599-pspe_0.1.m1.29613,NA,NA,NA,NA,Q86VE3,SATL1,Spermidine/spermine N(1)-acetyltransferase-like protein 1 (EC 2.3.1.-),https://www.uniprot.org/uniprot/Q86VE3
Sc0000218,831342,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.29624,A2A4P0,Dhx8,ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8),https://www.uniprot.org/uniprot/A2A4P0,NA,NA,NA,NA
Sc0000218,880609,,out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.29623,Q14562,DHX8 DDX8,ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1),https://www.uniprot.org/uniprot/Q14562,NA,NA,NA,NA
Sc0000219,551965,,out_BLUvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.29675,Q06649,Sh3bp2 3bp2,SH3 domain-binding protein 2 (3BP-2),https://www.uniprot.org/uniprot/Q06649,NA,NA,NA,NA
Sc0000219,551966,,out_BLUvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.29675,Q06649,Sh3bp2 3bp2,SH3 domain-binding protein 2 (3BP-2),https://www.uniprot.org/uniprot/Q06649,NA,NA,NA,NA
Sc0000219,551996,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,missense_variant,MODERATE,pspe_0.1.m1.29675,Q06649,Sh3bp2 3bp2,SH3 domain-binding protein 2 (3BP-2),https://www.uniprot.org/uniprot/Q06649,NA,NA,NA,NA
Sc0000219,630107,,out_BLUvISR;out_BLUvRED;out_BLUvGRN,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.29677,P46872,KRP85,Kinesin-II 85 kDa subunit (KRP-85/95 85 kDa subunit),https://www.uniprot.org/uniprot/P46872,NA,NA,NA,NA
Sc0000219,914395,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.29706,P04181,OAT,Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form],https://www.uniprot.org/uniprot/P04181,NA,NA,NA,NA
Sc0000220,792694,,out_GRNvISR;out_REDvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.29760,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000220,792747,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.29760,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000221,781993,,out_GRNvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.29817-pspe_0.1.m1.29828,P0C6U3,1a,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (p28); Non-structural protein 2 (nsp2) (p65); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.69) (PL1-PRO/PL2-PRO) (PL1/PL2) (Papain-like proteinases 1/2) (p210); Non-structural protein 4 (nsp4) (Peptide HD2) (p44); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.-) (M-PRO) (nsp5) (p27); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7) (p10); Non-structural protein 8 (nsp8) (p22); Non-structural protein 9 (nsp9) (p12); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL) (p15); Non-structural protein 11 (nsp11)],https://www.uniprot.org/uniprot/P0C6U3,P47800,,D(1)-like dopamine receptor,https://www.uniprot.org/uniprot/P47800
Sc0000221,970559,,out_GRNvISR;out_BLUvGRN;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.29830-pspe_0.1.m1.29832,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000221,970598,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.29830-pspe_0.1.m1.29832,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000221,999064,,out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.29830-pspe_0.1.m1.29832,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000222,790026,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.29887-pspe_0.1.m1.29897,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000222,790041,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.29887-pspe_0.1.m1.29897,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000222,974318,,out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.29910-pspe_0.1.m1.29907,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000222,974360,,out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.29910-pspe_0.1.m1.29907,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000222,975820,,out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.29910-pspe_0.1.m1.29907,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000223,322422,,out_GRNvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.29938,Q2T9T9,FBXW9,F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9),https://www.uniprot.org/uniprot/Q2T9T9,NA,NA,NA,NA
Sc0000223,322444,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.29938,Q2T9T9,FBXW9,F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9),https://www.uniprot.org/uniprot/Q2T9T9,NA,NA,NA,NA
Sc0000223,389843,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,splice_region_variant&intron_variant,LOW,pspe_0.1.m1.29939,P41233,Abca1 Abc1,Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1),https://www.uniprot.org/uniprot/P41233,NA,NA,NA,NA
Sc0000223,561677,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.29946-pspe_0.1.m1.29953,Q9BSK4,FEM1A EPRAP,Protein fem-1 homolog A (FEM1a) (FEM1-alpha) (Prostaglandin E receptor 4-associated protein),https://www.uniprot.org/uniprot/Q9BSK4,Q15B89,SLC35D2,UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter (Solute carrier family 35 member D2) (Fragment),https://www.uniprot.org/uniprot/Q15B89
Sc0000224,135171,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.29992,A0JMY5,nfxl1,NF-X1-type zinc finger protein NFXL1,https://www.uniprot.org/uniprot/A0JMY5,NA,NA,NA,NA
Sc0000224,267797,,out_REDvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.29996,Q0P4F7,acsf2 zgc:152887,Medium-chain acyl-CoA ligase ACSF2, mitochondrial (EC 6.2.1.2),https://www.uniprot.org/uniprot/Q0P4F7,NA,NA,NA,NA
Sc0000224,267811,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,synonymous_variant,LOW,pspe_0.1.m1.29996,Q0P4F7,acsf2 zgc:152887,Medium-chain acyl-CoA ligase ACSF2, mitochondrial (EC 6.2.1.2),https://www.uniprot.org/uniprot/Q0P4F7,NA,NA,NA,NA
Sc0000224,824822,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.30030-pspe_0.1.m1.30038,NA,NA,NA,NA,P98107,SELE,E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E),https://www.uniprot.org/uniprot/P98107
Sc0000225,128648,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.30052,Q9Y4W6,AFG3L2,AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein),https://www.uniprot.org/uniprot/Q9Y4W6,NA,NA,NA,NA
Sc0000225,329029,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.30073,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000225,361494,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.30071-pspe_0.1.m1.30075,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000226,856386,,out_GRNvISR;out_GRNvRED,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.30173,Q5ZLW3,DYM RCJMB04_4k4,Dymeclin,https://www.uniprot.org/uniprot/Q5ZLW3,NA,NA,NA,NA
Sc0000227,1013456,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.30244,Q8NDA2,HMCN2,Hemicentin-2,https://www.uniprot.org/uniprot/Q8NDA2,NA,NA,NA,NA
Sc0000227,1018923,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.30244,Q8NDA2,HMCN2,Hemicentin-2,https://www.uniprot.org/uniprot/Q8NDA2,NA,NA,NA,NA
Sc0000228,194451,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.30270-pspe_0.1.m1.30268,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000228,286574,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.30269-pspe_0.1.m1.30278,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000228,876478,,out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.30306,Q14318,FKBP8 FKBP38,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase),https://www.uniprot.org/uniprot/Q14318,NA,NA,NA,NA
Sc0000228,876493,,out_BLUvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.30306,Q14318,FKBP8 FKBP38,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase),https://www.uniprot.org/uniprot/Q14318,NA,NA,NA,NA
Sc0000229,637189,,out_BLUvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30373,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000229,637209,,out_BLUvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30373,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000229,716501,,out_GRNvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.30376,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000229,716509,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.30376,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000229,899786,,out_GRNvISR;out_BLUvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30399,Q9FGH2,LSH5 OBO5 At5g58500 MQJ2.11,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5 (Protein ORGAN BOUNDARY 5),https://www.uniprot.org/uniprot/Q9FGH2,NA,NA,NA,NA
Sc0000229,899842,,out_GRNvISR;out_BLUvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30399,Q9FGH2,LSH5 OBO5 At5g58500 MQJ2.11,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5 (Protein ORGAN BOUNDARY 5),https://www.uniprot.org/uniprot/Q9FGH2,NA,NA,NA,NA
Sc0000229,899855,,out_BLUvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30399,Q9FGH2,LSH5 OBO5 At5g58500 MQJ2.11,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5 (Protein ORGAN BOUNDARY 5),https://www.uniprot.org/uniprot/Q9FGH2,NA,NA,NA,NA
Sc0000230,586188,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.30434,A2RRH5,WDR27,WD repeat-containing protein 27,https://www.uniprot.org/uniprot/A2RRH5,NA,NA,NA,NA
Sc0000230,949762,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30457,Q9Y256,RCE1 FACE2 RCE1A RCE1B,CAAX prenyl protease 2 (EC 3.4.22.-) (Farnesylated proteins-converting enzyme 2) (FACE-2) (Prenyl protein-specific endoprotease 2) (RCE1 homolog) (hRCE1),https://www.uniprot.org/uniprot/Q9Y256,NA,NA,NA,NA
Sc0000230,967479,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.30451,O15228,GNPAT DAPAT DHAPAT,Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase),https://www.uniprot.org/uniprot/O15228,NA,NA,NA,NA
Sc0000232,235289,,out_BLUvISR;out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.30528,A2AVA0,Svep1,Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom),https://www.uniprot.org/uniprot/A2AVA0,NA,NA,NA,NA
Sc0000232,333662,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.30535,O94876,TMCC1 KIAA0779,Transmembrane and coiled-coil domains protein 1,https://www.uniprot.org/uniprot/O94876,NA,NA,NA,NA
Sc0000232,333780,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.30535,O94876,TMCC1 KIAA0779,Transmembrane and coiled-coil domains protein 1,https://www.uniprot.org/uniprot/O94876,NA,NA,NA,NA
Sc0000233,119095,,out_BLUvISR;out_BLUvRED;out_BLUvGRN,ANN=A,synonymous_variant,LOW,pspe_0.1.m1.30594,Q9UJZ1,STOML2 SLP2 HSPC108,Stomatin-like protein 2, mitochondrial (SLP-2) (EPB72-like protein 2) (Paraprotein target 7) (Paratarg-7),https://www.uniprot.org/uniprot/Q9UJZ1,NA,NA,NA,NA
Sc0000233,119141,,out_BLUvISR;out_BLUvRED;out_BLUvGRN,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30598,O60094,pol5 SPBC14C8.14c,rDNA transcriptional regulator pol5 (DNA polymerase V) (POL V) (DNA polymerase phi),https://www.uniprot.org/uniprot/O60094,NA,NA,NA,NA
Sc0000233,119209,,out_BLUvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30598,O60094,pol5 SPBC14C8.14c,rDNA transcriptional regulator pol5 (DNA polymerase V) (POL V) (DNA polymerase phi),https://www.uniprot.org/uniprot/O60094,NA,NA,NA,NA
Sc0000233,39565,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30583,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000233,410822,,out_BLUvISR;out_BLUvGRN,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.30611,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000233,504396,,out_GRNvISR;out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.30617,Q8WXS8,ADAMTS14,A disintegrin and metalloproteinase with thrombospondin motifs 14 (ADAM-TS 14) (ADAM-TS14) (ADAMTS-14) (EC 3.4.24.-),https://www.uniprot.org/uniprot/Q8WXS8,NA,NA,NA,NA
Sc0000234,284415,,out_BLUvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.30680,P35670,ATP7B PWD WC1 WND,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],https://www.uniprot.org/uniprot/P35670,NA,NA,NA,NA
Sc0000234,284416,,out_BLUvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.30680,P35670,ATP7B PWD WC1 WND,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],https://www.uniprot.org/uniprot/P35670,NA,NA,NA,NA
Sc0000234,690354,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.30701-pspe_0.1.m1.30704,Q64077,TACR2,Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2),https://www.uniprot.org/uniprot/Q64077,NA,NA,NA,NA
Sc0000234,690417,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.30701-pspe_0.1.m1.30704,Q64077,TACR2,Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2),https://www.uniprot.org/uniprot/Q64077,NA,NA,NA,NA
Sc0000234,690474,,out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.30701-pspe_0.1.m1.30704,Q64077,TACR2,Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2),https://www.uniprot.org/uniprot/Q64077,NA,NA,NA,NA
Sc0000234,875071,,out_BLUvISR;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.30712,Q924H0,Npffr2 Gpr74 Npff2,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor),https://www.uniprot.org/uniprot/Q924H0,NA,NA,NA,NA
Sc0000235,152918,,out_BLUvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.30729,Q91YN5,Uap1,UDP-N-acetylhexosamine pyrophosphorylase [Includes: UDP-N-acetylgalactosamine pyrophosphorylase (EC 2.7.7.83); UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)],https://www.uniprot.org/uniprot/Q91YN5,NA,NA,NA,NA
Sc0000235,671306,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.30775,Q5R9J5,RNF2 RING1B,E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2),https://www.uniprot.org/uniprot/Q5R9J5,NA,NA,NA,NA
Sc0000235,832594,,out_BLUvISR;out_REDvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.30779,A0JM24,noxred1,NADP-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-) (Pyrroline-5-carboxylate reductase-like protein C14orf148 homolog),https://www.uniprot.org/uniprot/A0JM24,NA,NA,NA,NA
Sc0000236,317906,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.30805,D4AR77,ARB_06907,Uncharacterized secreted protein ARB_06907,https://www.uniprot.org/uniprot/D4AR77,NA,NA,NA,NA
Sc0000236,430817,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.30810,Q5R5L3,DNAJC10,DnaJ homolog subfamily C member 10 (EC 1.8.4.-),https://www.uniprot.org/uniprot/Q5R5L3,NA,NA,NA,NA
Sc0000236,542194,,out_GRNvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.30817,Q8CG64,Fkrp,Fukutin-related protein (EC 2.4.2.-) (Ribitol-5-phosphate transferase),https://www.uniprot.org/uniprot/Q8CG64,NA,NA,NA,NA
Sc0000237,265401,,out_GRNvISR;out_REDvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.30863,Q5JZY3,EPHA10,Ephrin type-A receptor 10 (EC 2.7.10.1),https://www.uniprot.org/uniprot/Q5JZY3,NA,NA,NA,NA
Sc0000237,310149,,out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.30869-pspe_0.1.m1.30872,Q924H0,Npffr2 Gpr74 Npff2,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor),https://www.uniprot.org/uniprot/Q924H0,NA,NA,NA,NA
Sc0000237,334711,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.30872,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000237,466193,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.30876-pspe_0.1.m1.30875,P62162,CAM,Calmodulin (CaM),https://www.uniprot.org/uniprot/P62162,Q924H0,Npffr2 Gpr74 Npff2,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor),https://www.uniprot.org/uniprot/Q924H0
Sc0000237,466208,,out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.30876-pspe_0.1.m1.30875,P62162,CAM,Calmodulin (CaM),https://www.uniprot.org/uniprot/P62162,Q924H0,Npffr2 Gpr74 Npff2,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor),https://www.uniprot.org/uniprot/Q924H0
Sc0000237,466250,,out_GRNvISR;out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.30876-pspe_0.1.m1.30875,P62162,CAM,Calmodulin (CaM),https://www.uniprot.org/uniprot/P62162,Q924H0,Npffr2 Gpr74 Npff2,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor),https://www.uniprot.org/uniprot/Q924H0
Sc0000237,466290,,out_GRNvISR;out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.30876-pspe_0.1.m1.30875,P62162,CAM,Calmodulin (CaM),https://www.uniprot.org/uniprot/P62162,Q924H0,Npffr2 Gpr74 Npff2,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor),https://www.uniprot.org/uniprot/Q924H0
Sc0000237,466323,,out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.30876-pspe_0.1.m1.30875,P62162,CAM,Calmodulin (CaM),https://www.uniprot.org/uniprot/P62162,Q924H0,Npffr2 Gpr74 Npff2,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor),https://www.uniprot.org/uniprot/Q924H0
Sc0000237,691715,,out_GRNvISR;out_BLUvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.30896,P97292,Hrh2,Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I),https://www.uniprot.org/uniprot/P97292,NA,NA,NA,NA
Sc0000237,897619,,out_GRNvISR;out_BLUvGRN,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.30920,P97739,ECE1,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),https://www.uniprot.org/uniprot/P97739,NA,NA,NA,NA
Sc0000237,897647,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.30920,P97739,ECE1,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),https://www.uniprot.org/uniprot/P97739,NA,NA,NA,NA
Sc0000237,897654,,out_GRNvISR;out_BLUvGRN,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.30920,P97739,ECE1,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),https://www.uniprot.org/uniprot/P97739,NA,NA,NA,NA
Sc0000237,897686,,out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.30920,P97739,ECE1,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),https://www.uniprot.org/uniprot/P97739,NA,NA,NA,NA
Sc0000239,573540,,out_GRNvISR;out_BLUvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.31017,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000239,596332,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.31025,P12111,COL6A3,Collagen alpha-3(VI) chain,https://www.uniprot.org/uniprot/P12111,NA,NA,NA,NA
Sc0000239,596346,,out_BLUvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.31025,P12111,COL6A3,Collagen alpha-3(VI) chain,https://www.uniprot.org/uniprot/P12111,NA,NA,NA,NA
Sc0000239,942741,,out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.31048,Q52RN5,SOD1,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),https://www.uniprot.org/uniprot/Q52RN5,NA,NA,NA,NA
Sc0000240,225892,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,synonymous_variant,LOW,pspe_0.1.m1.31070,O97563,TIMP4,Metalloproteinase inhibitor 4 (Tissue inhibitor of metalloproteinases 4) (TIMP-4),https://www.uniprot.org/uniprot/O97563,NA,NA,NA,NA
Sc0000240,35037,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.31057,Q6NUT3,MFSD12 C19orf28,Major facilitator superfamily domain-containing protein 12,https://www.uniprot.org/uniprot/Q6NUT3,NA,NA,NA,NA
